smiles,HOMO (eV),Bandgap (eV),Mw (kg/mol),PCE_ave
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(OCC(CC)CCCC)cc6)c6sc(*)cc6c(-c6ccc(OC[C@@H](CC)CCCC)cc6)c5s4)s3)c3nc(-c4ccc(CC(CC)CCCC)s4)c(-c4ccc(C[C@@H](CC)CCCC)s4)nc23)s1,-0.2,0.17,-0.36,6.54
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(C[C@@H](CC)CCCC)s6)c5s4)s3)c3nc(-c4ccc(CC(CC)CCCC)s4)c(-c4ccc(C[C@@H](CC)CCCC)s4)nc23)s1,-0.61,0.02,-0.06,7.68
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CCCCCCCC)s6)c6sc(*)cc6c(-c6ccc(CCCCCCCC)s6)c5s4)s3)c3nc(-c4cccc(OCCCCCCCC)c4)c(-c4cccc(OCCCCCCCC)c4)nc23)s1,2.53,-0.08,-0.19,5.7
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(CCCCCC)c(CCCCCC)s6)c6sc(*)cc6c(-c6cc(CCCCCC)c(CCCCCC)s6)c5s4)s3)c3nc(-c4cccc(OCCCCCCCC)c4)c(-c4cccc(OCCCCCCCC)c4)nc23)s1,2.44,0.26,-0.17,3.4
*c1ccc(-c2cc(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nc(-c4cccc(OCCCCCCCC)c4)c(-c4cccc(OCCCCCCCC)c4)nc23)s1,-0.2,-0.17,0.65,7.15
*c1ccc(-c2cc(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nc(-c4ccc(CCCCCCCC)s4)c(-c4ccc(CCCCCCCC)s4)nc23)s1,0.17,0.02,1.15,7.42
*c1ccc(-c2cc(F)c(-c3ccc(-c4cc5c(-c6cc(CCCCCCCC)c(CCCCCCCC)s6)c6sc(*)cc6c(-c6cc(CCCCCCCC)c(CCCCCCCC)s6)c5s4)s3)c3nc(-c4cccc(OCCCCCCCC)c4)c(-c4cccc(OCCCCCCCC)c4)nc23)s1,-0.97,-0.27,0.08,6.65
*c1ccc(-c2cc(F)c(-c3ccc(-c4cc5c(-c6cc(CCCCCCCC)c(CCCCCCCC)s6)c6sc(*)cc6c(-c6cc(CCCCCCCC)c(CCCCCCCC)s6)c5s4)s3)c3nc(-c4ccc(CCCCCCCC)s4)c(-c4ccc(CCCCCCCC)s4)nc23)s1,-0.11,0.02,5.55,7.09
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(OC[C@H](CC)CCCCCC)c6sc(*)cc6c(OCC(CC)CCCCCC)c5s4)s3)c3nc4c5cccc6ccc7cccc(c4nc23)c7c65)s1,-0.2,-0.08,0.73,4.25
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(-c6ccc(C[C@H](CC)CCCCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCCCC)s6)c5s4)s3)c3nc4c5cccc6ccc7cccc(c4nc23)c7c65)s1,0.03,-0.61,-0.13,4.86
*c1ccc(-c2c3c(c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7sc(*)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6s5)s4)c4nc(-c5cccc(OCCCCCCCC)c5)c(-c5cccc(OCCCCCCCC)c5)nc24)C(=O)N(CC(CC)CCCC)C3=O)s1,2.89,-0.37,1.39,4.9
*c1ccc(-c2c3c(c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(*)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c4nc(-c5cccc(OCCCCCCCC)c5)c(-c5cccc(OCCCCCCCC)c5)nc24)C(=O)N(CC(CC)CCCC)C3=O)s1,2.84,-0.47,1.9,3.5
*c1ccc(-c2c3c(c(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(*)cc7c(OCC(CC)CCCC)c6s5)s4)c4nc(-c5cccc(OCCCCCCCC)c5)c(-c5cccc(OCCCCCCCC)c5)nc24)C(=O)N(CC(CC)CCCC)C3=O)s1,2.21,-0.37,3.47,2.9
*c1ccc(-c2ccc(-c3c4c(c(-c5ccc(*)s5)c5nc(-c6cccc(OCCCCCCCC)c6)c(-c6cccc(OCCCCCCCC)c6)nc35)C(=O)N(CC(CC)CCCC)C4=O)s2)s1,2.25,-0.95,0.31,2.9
*c1ccc(C2=C3C(=O)N(CC(CCCCCC)CCCCCCCC)C(c4ccc(-c5cc6c(CCCCCCCC)c7sc(*)cc7c(CCCCCCCC)c6s5)s4)=C3C(=O)N2CC(CCCCCC)CCCCCCCC)s1,-0.83,-1.3,0.01,4.1
*c1ccc(C2=C3C(=O)N(CC(CCCC)CCCCCC)C(c4ccc(-c5cc6c(CCC(CCCC)CCCCC)c7sc(*)cc7c(CCC(CCCC)CCCCC)c6s5)s4)=C3C(=O)N2CC(CCCC)CCCCCC)s1,-0.88,-1,-0.06,0.93
*c1ccc(C2=C3C(=O)N(CCCCCCCC)C(c4ccc(-c5cc6c(CCC(CCCCC)CCCCCCCC)c7sc(*)cc7c(CCC(CCCCC)CCCCCCCC)c6s5)s4)=C3C(=O)N2CCCCCCCC)s1,-1.06,-1.73,-0.25,1.4
*c1ccc(C2=C3C(=O)N(CC(CCCC)CCCCCC)C(c4ccc(-c5cc6c(OCCCCCCCCCCCC)c7sc(*)cc7c(OCCCCCCCCCCCC)c6s5)s4)=C3C(=O)N2CC(CCCC)CCCCCC)s1,-0.15,-1.05,0.29,4.35
*c1ccc(C2=C3C(=O)N(CC(CCCC)CCCCCC)C(c4ccc(-c5cc6c(CCCCCCCCCCCC)c7sc(*)cc7c(CCCCCCCCCCCC)c6s5)s4)=C3C(=O)N2CC(CCCC)CCCCCC)s1,-0.15,-1.05,1.65,4.43
*c1ccc(C2=C3C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c4ccc(-c5cc6cc7sc(*)cc7cc6s5)s4)=C3C(=O)N2CC(CCCCCCCCCC)CCCCCCCCCCCC)s1,0.3,-1.05,-0.13,2.69
*c1ccc(C2=C3C(=O)N(CC(CCCC)CCCCCC)C(c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(*)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)=C3C(=O)N2CC(CCCC)CCCCCC)s1,0.3,-1.05,4.59,2.95
*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c7sc(*)cc7c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,0.48,-1.34,0.72,7.92
*c1ccc(C2=C3C(=O)N(CC(CC)CCCC)C(c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)o7)c7sc(*)cc7c(-c7ccc(CC(CC)CCCC)o7)c6s5)s4)=C3C(=O)N2CC(CC)CCCC)s1,-0.79,-1.34,0.37,3.5
*c1ccc(C2=C3C(=O)N(CC(CC)CCCC)C(c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)o7)c7sc(*)cc7c(-c7ccc(CC(CC)CCCC)o7)c6s5)o4)=C3C(=O)N2CC(CC)CCCC)o1,-0.42,-1.2,0.57,5.1
*c1ccc(C2=C3C(=O)N(CC(CC)CCCC)C(c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(*)cc7c(OCC(CC)CCCC)c6s5)s4)=C3C(=O)N2CC(CC)CCCC)s1,-1.29,-0.76,0.45,1
*c1ccc(C2=C3C(=O)N(CC(CC)CCCC)C(c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(*)cc7c(OCC(CC)CCCC)c6s5)o4)=C3C(=O)N2CC(CC)CCCC)o1,-0.83,-0.61,0.46,2.9
*c1cc2c(-c3cc4cc(CC(CC)CCCC)ccc4s3)c3sc(-c4ccc(-c5sc(-c6ccc(*)c7nsnc67)c6c5OCC(CC(CC)CCCC)(CC(CC)CCCC)CO6)c5nsnc45)cc3c(-c3cc4cc(CC(CC)CCCC)ccc4s3)c2s1,-0.61,-0.37,-0.23,1.93
*c1ccc(C2=C3C(=O)N(CC(CCCCCC)CCCCCCCC)C(c4ccc(-c5cc6c(-c7cc8cc(CC(CC)CCCC)ccc8s7)c7sc(*)cc7c(-c7cc8cc(CC(CC)CCCC)ccc8s7)c6s5)s4)=C3C(=O)N2CC(CCCCCC)CCCCCCCC)s1,-0.33,-1.69,-0.29,2.6
*c1ccc(C2=C3C(=O)N(CC(CC)CCCC)C(c4ccc(-c5cc6c(C#Cc7cccc(-c8ccc(OCC(CC)CCCC)cc8)c7)c7sc(*)cc7c(C#Cc7cccc(-c8ccc(OCC(CC)CCCC)cc8)c7)c6s5)s4)=C3C(=O)N2CC(CC)CCCC)s1,-0.38,-1.59,-0.13,5.58
*c1ccc(C2=C3C(=O)N(CC(CC)CCCC)C(c4ccc(-c5cc6c(C#Cc7c(F)ccc(-c8ccc(OCC(CC)CCCC)cc8)c7F)c7sc(*)cc7c(C#Cc7c(F)ccc(-c8ccc(OCC(CC)CCCC)cc8)c7F)c6s5)s4)=C3C(=O)N2CC(CC)CCCC)s1,-0.61,-2.08,-0.47,4.04
*c1ccc(C2=C3C(=O)N(CCCCCCCCCCCCc4ccc(-c5ccc(C#N)cc5)cc4)C(c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(*)cc7c(OCC(CC)CCCC)c6s5)s4)=C3C(=O)N2CCCCCCCCCCCCc2ccc(-c3ccc(C#N)cc3)cc2)s1,0.26,0.51,-0.12,1.2
*c1ccc2c3ccc(-c4ccc(C5=C6C(=O)N(CCCCCCCCCCCCc7ccc(-c8ccc(C#N)cc8)cc7)C(c7ccc(*)s7)=C6C(=O)N5CCCCCCCCCCCCc5ccc(-c6ccc(C#N)cc6)cc5)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,0.44,1.63,-0.14,1.1
*c1cnc(C2=C3C(=O)N(C[C@@H](CCCCCCCCCC)CCCCCCCCCCCC)C(c4ncc(-c5cc6cc7sc(*)cc7cc6s5)s4)=C3C(=O)N2CC(CCCCCCCCCC)CCCCCCCCCCCC)s1,0.8,-0.91,1.7,3.2
*c1ccc(-c2ccc(-c3cnc(C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c6ncc(*)s6)=C5C(=O)N4C[C@@H](CCCCCCCCCC)CCCCCCCCCCCC)s3)s2)s1,0.57,-1.2,0.76,5.1
*c1cnc(C2=C3C(=O)N(C[C@@H](CCCC)CCCCCC)C(c4ncc(-c5cc6c(s5)c5sc(*)cc5n6CC(CC)CCCC)s4)=C3C(=O)N2CC(CCCC)CCCCCC)s1,-0.7,-2.12,1.32,5.6
*c1ccc(-c2ccc(-c3sc(-c4c(F)c(F)c(-c5cc(CC(CCCCCC)CCCCCCCC)c(*)s5)c5nsnc45)cc3CC(CCCCCC)CCCCCCCC)s2)s1,-0.56,-0.32,-0.46,7
*c1ccc(-c2sc(-c3c(F)c(F)c(-c4cc(CC(CCCCCC)CCCCCCCC)c(*)s4)c4nsnc34)cc2CC(CCCCCC)CCCCCCCC)s1,0.08,-0.56,-0.24,3.7
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4sc(-c5sc(-c6c(F)c(F)c(-c7cc(CC(CCCCCC)CCCCCCCC)c(-c8cc(CC(CCCCCC)CCCCCCCC)c(*)s8)s7)c7nsnc67)cc5CC(CCCCCC)CCCCCCCC)cc4CC(CCCCCC)CCCCCCCC)s3)c3nsnc23)s1,-0.11,-0.42,0.28,9.7
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4sc(-c5sc(-c6c(F)c(F)c(-c7cc(CC(CCCCCC)CCCCCCCC)c(-c8cc(CC(CCCCCC)CCCCCCC)c(*)s8)s7)c7nsnc67)cc5CC(CCCCCC)CCCCCCCC)cc4CC(CCCCCC)CCCCCCC)s3)c3nsnc23)s1,-0.11,-0.42,0.14,10.5
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c(*)s6)c6nsnc56)cc4CC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)s3)c3nsnc23)s1,0.21,-0.52,0.06,4.3
*c1cc(CCCCCCCCCCCC)c(-c2nc3cc4sc(-c5sc(-c6sc(-c7cc8c(cc(-c9cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s9)c9nsnc98)c8nsnc78)cc6CC(CCCCCCCCCC)CCCCCCCCCCCC)cc5CCCCCCCCCCCC)nc4cc3s2)s1,0.8,-0.03,-0.15,5.75
*c1cc(CCCCCCCCCCCC)c(-c2nc3cc4sc(-c5sc(-c6sc(-c7cc8c(cc(-c9cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)s9)c9nsnc98)c8nsnc78)cc6CC(CCCCCCCC)CCCCCCCCCC)cc5CCCCCCCCCCCC)nc4cc3s2)s1,0.76,0.07,0.06,3.57
*c1cc(CC(CCCCCC)CCCCCCCC)c(-c2nc3cc4sc(-c5sc(-c6sc(-c7cc8c(cc(-c9cc(CC(CCCCCC)CCCCCCCC)c(*)s9)c9nsnc98)c8nsnc78)cc6CC(CCCCCC)CCCCCCCC)cc5CC(CCCCCC)CCCCCCCC)nc4cc3s2)s1,1.07,0.02,-0.3,2.41
*c1cc(CC(CCCCCC)CCCCCCCC)c(-c2nc3cc4sc(-c5sc(-c6sc(-c7cc8c(cc(-c9cc(CC(CCCC)CCCCCC)c(*)s9)c9nsnc98)c8nsnc78)cc6CC(CCCC)CCCCCC)cc5CC(CCCCCC)CCCCCCCC)nc4cc3s2)s1,0.53,-0.13,-0.17,3.42
*c1cc(CC(CCCC)CCCCCC)c(-c2nc3cc4sc(-c5sc(-c6sc(-c7cc8c(cc(-c9cc(CC(CCCC)CCCCCC)c(*)s9)c9nsnc98)c8nsnc78)cc6CC(CCCC)CCCCCC)cc5CC(CCCC)CCCCCC)nc4cc3s2)s1,0.48,-0.17,-0.41,2.93
*c1ccc2c(c1)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c2cc(-c3ccc(*)s3)ccc21,0.71,-0.66,-0.39,0.92
*c1ccc2c(c1)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c2cc(-c3cc4sc(*)cc4s3)ccc21,0.44,-0.81,0.27,1.74
*c1ccc2c(c1)N(CC(CC)CCCC)C(=O)/C2=C1/C(=O)N(CC(CC)CCCC)c2cc(-c3cc4c(OCC(CC)CCCC)c5sc(*)cc5c(OCC(CC)CCCC)c4s3)ccc21,-0.61,-0.86,-0.41,1.91
*c1ccc2c(c1)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)/C2=C\c1ccc(-c2ccc(/C=C3\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c4cc(-c5cc6c(OCC(CC)CCCC)c7sc(*)cc7c(OCC(CC)CCCC)c6s5)ccc43)s2)s1,-0.42,-0.03,0.19,6.41
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(C)c(-c4sc(*)cc4C)s3)ccc21,2.71,-0.91,-0.34,1.5
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(C)c(-c4ccc(-c5sc(*)cc5C)s4)s3)ccc21,2.03,-0.71,-0.47,3.4
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(C)c(-c4cc5c(OCC(CC)CCCC)c6sc(-c7sc(*)cc7C)cc6c(OCC(CC)CCCC)c5s4)s3)ccc21,2.44,-0.27,0.72,4.9
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(C)c(-c4cc5c(CCC(CCCC)CCCCCC)c6sc(-c7sc(*)cc7C)cc6c(CCC(CCCC)CCCCCC)c5s4)s3)ccc21,2.75,-0.27,1.34,5.1
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc4c(OCC(CC)CCCC)c5sc(*)cc5c(OCC(CC)CCCC)c4s3)ccc21,2.16,-0.42,0.54,2.8
*c1ccc(-c2ccc3c(c2)N(CC(CCCCCC)CCCCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(*)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)s1,1.89,-0.17,0.14,4.35
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(CCCCCCCC)c(-c4ccc(-c5cc6c(OC[C@H](CC)CCCC)c7sc(-c8ccc(-c9sc(*)cc9CCCCCCCC)s8)cc7c(OCC(CC)CCCC)c6s5)s4)s3)ccc21,1.3,-0.42,0.66,7.31
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(CCCCCCCC)c(-c4cc(CCCCCCCC)c(-c5ccc(-c6cc7c(OC[C@@H](CC)CCCC)c8sc(-c9ccc(-c%10sc(-c%11sc(*)cc%11CCCCCCCC)cc%10CCCCCCCC)s9)cc8c(OCC(CC)CCCC)c7s6)s5)s4)s3)ccc21,1.3,-0.42,3.84,3.98
*c1ccc2c(c1)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c2cc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7ccc(*)s7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)ccc21,0.21,-0.61,-0.25,5.74
*c1ccc(-c2cc3c(-c4ccc(CC(CC)CCCC)s4)c4sc(-c5ccc(-c6cc7c(s6)/C(=C6\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c8cc(*)sc86)C(=O)N7CC(CCCCCCCC)CCCCCCCCCC)s5)cc4c(-c4ccc(CC(CC)CCCC)s4)c3s2)s1,-1.7,-3.24,0.04,2.43
*c1ccc(-c2ccc3c(c2)N(CC(CC)CCCC)C(=O)/C3=C2/C(=O)N(CC(CC)CCCC)c3cc(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7sc(*)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6s5)s4)ccc32)s1,0.85,-0.56,-0.01,4.76
*c1ccc(-c2ccc3c(c2F)N(CC(CC)CCCC)C(=O)/C3=C2/C(=O)N(CC(CC)CCCC)c3c2ccc(-c2ccc(-c4cc5c(-c6cc(CCCCCCCC)c(CCCCCCCC)s6)c6sc(*)cc6c(-c6cc(CCCCCCCC)c(CCCCCCCC)s6)c5s4)s2)c3F)s1,1.39,-0.66,0.06,7.04
*c1cc2c(C#Cc3ccc(CCCCCCCCCC)cc3)c3sc(*)cc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c2s1,1.3,0.02,-0.14,1.05
*c1cc2c(C#Cc3ccc(CCCCCCCCCCCCCCCC)cc3)c3sc(*)cc3c(C#Cc3ccc(CCCCCCCCCCCCCCCC)cc3)c2s1,1.26,0.12,-0.25,0.47
*c1cc2c(C#Cc3ccc(CCCCCCCCCC)cc3)c3oc(*)cc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c2o1,0.26,1.73,-0.18,1.19
*c1cc2c(C#Cc3ccc(CCCCCCCCCC)cc3)c3oc(-c4cc5c(C#Cc6ccc(CCCCCCCCCC)cc6)c6sc(*)cc6c(C#Cc6ccc(CCCCCCCCCC)cc6)c5s4)cc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c2o1,-0.15,1.58,-0.24,0.79
*c1ccc2c(c1)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c2cc(-c3cc4cc5cc(*)oc5cc4o3)ccc21,1.35,0.07,1.82,1.44
*c1ccc2c(c1)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c2cc(-c3cc4cc5oc(*)cc5cc4o3)ccc21,0.71,-0.37,-0.01,0.65
*c1ccc(C2=C3C(=O)N(C[C@@H](CC)CCCC)C(c4ccc(-c5cc(CCCCCCCCCC)c(-c6oc7cc8c(CCCCCCCCCC)c(-c9sc(*)cc9CCCCCCCCCC)oc8cc7c6CCCCCCCCCC)s5)o4)=C3C(=O)N2CC(CC)CCCC)o1,0.76,0.41,-0.25,2.89
*c1ccc(C2=C3C(=O)N(CCCCCCCCCCCCCC)C(c4ccc(-c5cc(CCCCCCCCCC)c(-c6oc7cc8c(CCCCCCCCCC)c(-c9sc(*)cc9CCCCCCCCCC)oc8cc7c6CCCCCCCCCC)s5)o4)=C3C(=O)N2CCCCCCCCCCCCCC)o1,0.76,-0.08,-0.33,2.81
*c1ccc(C2=C3C(=O)N(CC(CC)CCCC)C(c4ccc(-c5cc(CCCCCCCCCC)c(-c6oc7cc8c(CCCCCCCCCC)c(-c9sc(*)cc9CCCCCCCCCC)oc8cc7c6CCCCCCCCCC)s5)s4)=C3C(=O)N2CC(CC)CCCC)s1,1.21,0.41,-0.47,2.28
*c1ccc(C2=C3C(=O)N(CCCCCCCCCCCCCC)C(c4ccc(-c5cc(CCCCCCCCCC)c(-c6oc7cc8c(CCCCCCCCCC)c(-c9sc(*)cc9CCCCCCCCCC)oc8cc7c6CCCCCCCCCC)s5)s4)=C3C(=O)N2CCCCCCCCCCCCCC)s1,1.21,0.9,-0.59,0.97
*c1cc2c(OCCCCCCCC)c3oc(-c4sc(*)c5sc(C(=O)C(CC)CCCC)cc45)cc3c(OCCCCCCCC)c2o1,-1.38,-0.91,-0.15,4.26
*c1cc2c(OCCCCCCCC)c3oc(-c4sc(*)c5sc(C(=O)OCC(CC)CCCC)c(F)c45)cc3c(OCCCCCCCC)c2o1,-1.2,-0.91,0.1,5.17
*c1cc2c(OCCCCCCCC)c3oc(-c4sc(*)c5sc(C(=O)C(CC)CCCC)c(F)c45)cc3c(OCCCCCCCC)c2o1,-1.01,-0.95,0.13,5.23
*c1cc2c(OCCCCCCCC)c3oc(-c4sc(*)c5sc(S(=O)(=O)CC(CC)CCCC)cc45)cc3c(OCCCCCCCC)c2o1,-0.38,-0.52,-0.3,5.08
*c1cc2c(OCCCCCCCC)c3oc(-c4sc(*)c5sc(C(=O)OCC(CC)CCCC)c(C#N)c45)cc3c(OCCCCCCCC)c2o1,0.48,-0.56,-0.37,2.28
*c1cc2c(OCC(CC)CCCC)c3oc(-c4sc(*)c5c(F)c(C(=O)C(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2o1,-1.6,-1,-0.55,5.22
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(-c4sc(*)c5c(F)c(C(=O)C(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,-0.56,-1.1,-0.52,6.26
*c1cc2c(-c3ccc(CCCCCCCCCCCC)s3)c3sc(-c4sc(*)c5sc(C(=O)C(CC)CCCC)c(F)c45)cc3c(-c3ccc(CCCCCCCCCCCC)s3)c2s1,-0.83,-0.76,-0.12,2.39
*c1cc2c(-c3ccc(CCCCCCCCCCCC)o3)c3sc(-c4sc(*)c5sc(C(=O)C(CC)CCCC)c(F)c45)cc3c(-c3ccc(CCCCCCCCCCCC)o3)c2s1,-1.2,-0.95,-0.02,2.5
*c1cc2c(-c3ccc(CCCCCCCCCCCC)s3)c3oc(-c4sc(*)c5sc(C(=O)C(CC)CCCC)c(F)c45)cc3c(-c3ccc(CCCCCCCCCCCC)s3)c2o1,-0.7,-1,0.84,3.18
*c1cc2c(-c3ccc(CCCCCCCCCCCC)o3)c3oc(-c4sc(*)c5sc(C(=O)C(CC)CCCC)c(F)c45)cc3c(-c3ccc(CCCCCCCCCCCC)o3)c2o1,-0.97,-1.05,1.78,5.01
*c1cc2c(OCC(CC)CCCC)c3oc(-c4sc(*)c5c4C(=O)N(CCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2o1,0.35,1.24,-0.46,6.3
*c1cc2c(OCC(CC)CCCC)c3oc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2o1,0.35,1.24,-0.35,6.9
*c1cc2c(OCC(CC)CCCC)c3oc(-c4sc(*)c5c4C(=O)N(CCCCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2o1,0.35,1.24,-0.4,6.9
*c1cc2c(OCC(CC)CCCC)c3oc(-c4sc(*)c5c4C(=O)N(CCCCCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2o1,0.35,1.24,-0.39,5.9
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2s1,-0.2,0.65,-0.29,6.7
*c1cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3oc(-c4cc(OCCCCCCCCCCCCCCCCCCCC)c(-c5nc6sc(-c7sc(*)cc7OCCCCCCCCCCCCCCCCCCCC)nc6s5)s4)cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2o1,-0.11,-0.08,-0.54,4.61
*c1cc2c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3oc(-c4ccc(-c5cc(F)c(-c6ccc(*)s6)c6nc(-c7cccc(OCCCCCCCC)c7)c(-c7cccc(OCCCCCCCC)c7)nc56)s4)cc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c2o1,-0.38,-0.22,-0.16,2.22
*c1cc2c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3oc(-c4ccc(-c5c(F)c(F)c(-c6ccc(*)s6)c6nc(-c7cccc(OCCCCCCCC)c7)c(-c7cccc(OCCCCCCCC)c7)nc56)s4)cc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c2o1,-0.15,-0.17,0.81,4.44
*c1cc2sc3c(CC(CCCC)CCCC)c4c(sc5cc(-c6sc(*)c7sc(C(=O)OCC(CCCC)CCCCCC)c(F)c67)sc54)c(CC(CCCC)CCCC)c3c2s1,-0.42,-0.22,0.13,7.6
*c1cc2sc3c(CC(CCCC)CCCC)c4c(sc5cc(-c6sc(*)c7sc(C(=O)OC(CCC(CC)CCCC)CC(CC)CCCC)c(F)c67)sc54)c(CC(CCCC)CCCC)c3c2s1,-0.15,-0.22,0.11,4.9
